kanji	kanken	jlpt	wanikani	grade	frequency	kunyomi	onyomi	meanings
嫌	2.5	N1	WK20	G8	FQ1207	きら.う,きら.い,いや	けん,げん	Dislike,Detest,Hate
斉	2.5	N1	WK43	G8	FQ1209	そろ.う,ひと.しい,ひと.しく,あたる,はやい	せい,さい	Adjusted,Alike,Equal,Similar Variety Of
僕	2.5	N1	WK12	G8	FQ1236	しもべ	ぼく	Me,I (male),Servant,Manservant
賠	2.5	N1	WK52	G8	FQ1243		ばい	Compensation,Indemnify
頑	2.5	N1	WK14	G8	FQ1247	かたく	がん	Stubborn,Foolish,Firmly
摩	2.5	N1	WK43	G8	FQ1252	ま.する,さす.る,す.る	ま	Chafe,Rub,Polish,Grind,Scrape
稼	2.5	N1	WK45	G8	FQ1264	かせ.ぐ	か	Earnings,Work,Earn Money
軟	2.5	N2	WK51	G8	FQ1269	やわ.らか,やわ.らかい	なん	Soft
祥	2.5	N1	WK52	G8	FQ1273	さいわ.い,きざ.し,よ.い,つまび.らか	しょう	Auspicious,Happiness,Blessedness,Good Omen,Good Fortune
秩	2.5	N1	WK52	G8	FQ1275		ちつ	Regularity,Salary,Order
唆	2.5	N1	WK52	G8	FQ1278	そそ.る,そそのか.す	さ	Tempt,Seduce,Instigate,Promote
泰	2.5	N1	WK43	G8	FQ1281		たい	Peaceful,Calm,Peace,Easy,Thailand,Extreme,Excessive,Great
賄	2.5	N1	WK38	G8	FQ1282	まかな.う	わい	Bribe,Board,Supply,Finance
撲	2.5	N1	WK43	G8	FQ1283		ぼく	Slap,Strike,Hit,Beat,Tell,Speak
堀	2.5	N1	WK40	G8	FQ1285	ほり	くつ	Ditch,Moat,Canal
唯	2.5	N1	WK49	G8	FQ1292	ただ	ゆい,い	Solely,Only,Merely,Simply
塾	2.5	N1	WK45	G8	FQ1297		じゅく	Cram School,Private School
慶	2.5	N1	WK59	G8	FQ1300	よろこ.び	けい	Jubilation,Congratulate,Rejoice,Be Happy
懲	2.5	N1	WK43	G8	FQ1303	こ.りる,こ.らす,こ.らしめる	ちょう	Penal,Chastise,Punish,Discipline
彰	2.5	N1	WK50	G8	FQ1310		しょう	Patent,Clear
倫	2.5	N1	WK52	G8	FQ1322		りん	Ethics,Companion
偏	2.5	N1	WK52	G8	FQ1340	かたよ.る	へん	Partial,Side,Left-side Radical,Inclining,Biased
雰	2.5	N1	WK14	G8	FQ1341		ふん	Atmosphere,Fog
艦	2.5	N1	WK41	G8	FQ1363		かん	Warship
寛	2.5	N1	WK53	G8	FQ1377	くつろ.ぐ,ひろ.い,ゆる.やか	かん	Tolerant,Leniency,Generosity,Relax,Feel At Home,Be At Ease,Broadminded
浄	2.5	N1	WK53	G8	FQ1383	きよ.める,きよ.い	じょう,せい	Clean,Purify,Cleanse,Exorcise,Manchu Dynasty
貞	2.5	N1	WK51	G8	FQ1389	さだ	てい	Upright,Chastity,Constancy,Righteousness
銘	2.5	N1	WK50	G8	FQ1394		めい	Inscription,Signature (of Artisan)
棟	2.5	N1	WK46	G8	FQ1406	むね,むな-	とう	Ridgepole,Ridge
壌	2.5	N1	WK53	G8	FQ1407	つち	じょう	Lot,Earth,Soil
妊	2.5	N1	WK38	G8	FQ1413	はら.む,みごも.る	にん,じん	Pregnancy
騰	2.5	N1	WK53	G8	FQ1420	あが.る,のぼ.る	とう	Leaping Up,Jumping Up,Rising,Advancing,Going
培	2.5	N1	WK48	G8	FQ1431	つちか.う	ばい	Cultivate,Foster
艇	2.5	N1	WK53	G8	FQ1433		てい	Rowboat,Small Boat
披	2.5	N1	WK53	G8	FQ1438		ひ	Expose,Open
廷	2.5	N1	WK50	G8	FQ1439		てい	Courts,Imperial Court,Government Office
准	2.5	N1	WK53	G8	FQ1441		じゅん	Quasi-,Semi-,Associate
奨	2.5	N1	WK49	G8	FQ1445	すす.める	しょう,そう	Exhort,Urge,Encourage
剰	2.5	N1	WK53	G8	FQ1448	あまつさえ,あま.り,あま.る	じょう	Surplus,Besides
繊	2.5	N1	WK53	G8	FQ1451		せん	Slender,Fine,Thin Kimono
諭	2.5	N1	WK53	G8	FQ1461	さと.す	ゆ	Rebuke,Admonish,Charge,Warn,Persuade
据	2.5	N1	WK53	G8	FQ1468	す.える,す.わる	きょ	Set,Lay A Foundation,Install,Equip,Squat Down,Sit Down
搭	2.5	N1	WK53	G8	FQ1472		とう	Board,Load (a Vehicle),Ride
荘	2.5	N1	WK54	G8	FQ1489	ほうき,おごそ.か	そう,しょう,ちゃん	Villa,Inn,Cottage,Feudal Manor,Solemn,Dignified
懐	2.5	N1	WK30	G8	FQ1493	ふところ,なつ.かしい,なつ.かしむ,なつ.く,なつ.ける,なず.ける,いだ.く,おも.う	かい,え	Pocket,Feelings,Heart,Yearn,Miss Someone,Become Attached To,Bosom,Breast
栽	2.5	N1	WK54	G8	FQ1496		さい	Plantation,Planting
拐	2.5	N1	WK54	G8	FQ1498		かい	Kidnap,Falsify
駄	2.5	N1	WK50	G8	FQ1500		だ,た	Burdensome,Pack Horse,Horse Load,Send By Horse,Trivial,Worthless
亜	2.5	N1	WK59	G8	FQ1509	つ.ぐ	あ	Asia,Rank Next,Come After,-ous
詐	2.5	N1	WK47	G8	FQ1511	いつわ.る	さ	Lie,Falsehood,Deceive,Pretend
勲	2.5	N1	WK54	G8	FQ1513	いさお	くん	Meritorious Deed,Merit
酬	2.5	N1	WK54	G8	FQ1515	むく.いる	しゅう,しゅ,とう	Repay,Reward,Retribution
逸	2.5	N1	WK54	G8	FQ1524	そ.れる,そ.らす,はぐ.れる	いつ	Deviate,Idleness,Leisure,Miss The Mark,Evade,Elude,Parry,Diverge
涯	2.5	N1	WK50	G8	FQ1525	はて	がい	Horizon,Shore,Limit,Bound
瓶	2.5	N2	WK51	G8	FQ1528	かめ	びん	Bottle,Vial,Jar,Jug,Vat,Urn
尚	2.5	N1	WK54	G8	FQ1531	なお	しょう	Esteem,Furthermore,Still,Yet
顕	2.5	N1	WK54	G8	FQ1536	あきらか,あらわ.れる	けん	Appear,Existing
垣	2.5	N1	WK43	G8	FQ1539	かき	えん	Hedge,Fence,Wall
釣	2.5	N1	WK44	G8	FQ1542	つ.る,つ.り,つ.り-	ちょう	Angling,Fish,Catch,Allure,Ensnare
缶	2.5	N2	WK44	G8	FQ1543	かま	かん	Tin Can,Container,Jar Radical (no. 121)
粧	2.5		WK47	G8	FQ1545		しょう	Cosmetics,Adorn (one's Person)
粛	2.5	N1	WK54	G8	FQ1549	つつし.む	しゅく,すく	Solemn,Quietly,Softly
庶	2.5	N1	WK54	G8	FQ1558		しょ	Commoner,All,Bastard
肌	2.5	N2	WK45	G8	FQ1559	はだ	き	Texture,Skin,Body,Grain
靴	2.5	N3	WK27	G8	FQ1561	くつ	か	Shoes
滋	2.5	N1	WK43	G8	FQ1563		じ,し	Nourishing,More & More,Be Luxuriant,Planting,Turbidity
誓	2.5	N1	WK49	G8	FQ1567	ちか.う	せい	Vow,Swear,Pledge
把	2.5	N1	WK50	G8	FQ1569		は,わ	Grasp,Faggot,Bunch,Counter For Bundles
践	2.5	N1	WK54	G8	FQ1570	ふ.む	せん	Tread,Step On,Trample,Practice,Carry Through
呈	2.5	N1	WK54	G8	FQ1571		てい	Display,Offer,Present,Send,Exhibit
疎	2.5	N1	WK54	G8	FQ1572	うと.い,うと.む,まば.ら	そ,しょ	Alienate,Rough,Neglect,Shun,Sparse,Penetrate
剛	2.5	N1	WK49	G8	FQ1576		ごう	Sturdy,Strength
砕	2.5	N1	WK47	G8	FQ1579	くだ.く,くだ.ける	さい	Smash,Break,Crush,Familiar,Popular
謙	2.5	N1	WK39	G8	FQ1582	へりくだ.る	けん	Self-effacing,Humble Oneself,Condescend,Be Modest
菌	2.5	N1	WK45	G8	FQ1586		きん	Germ,Fungus,Bacteria
泥	2.5	N2	WK31	G8	FQ1589	どろ,なず.む	でい,ない,で,に	Mud,Mire,Adhere To,Be Attached To
頻	2.5	N1	WK40	G8	FQ1590	しき.りに	ひん	Repeatedly,Recur
琴	2.5	N1	WK43	G8	FQ1591	こと	きん,ごん	Harp,Koto
棚	2.5	N1	WK44	G8	FQ1594	たな,-だな	ほう	Shelf,Ledge,Rack,Mount,Mantle,Trellis
酷	2.5	N1	WK54	G8	FQ1596	ひど.い	こく	Cruel,Severe,Atrocious,Unjust
宰	2.5	N1	WK56	G8	FQ1597		さい	Superintend,Manager,Rule
隅	2.5	N2	WK51	G8	FQ1601	すみ	ぐう	Corner,Nook
磨	2.5	N2	WK45	G8	FQ1608	みが.く,す.る	ま	Grind,Polish,Scour,Improve,Brush (teeth)
碁	2.5	N1	WK46	G8	FQ1609		ご	Go
漠	2.5	N1	WK33	G8	FQ1611		ばく	Vague,Obscure,Desert,Wide
洞	2.5	N1	WK50	G8	FQ1618	ほら	どう	Den,Cave,Excavation
履	2.5	N1	WK19	G8	FQ1619	は.く	り	Perform,Complete,Footgear,Shoes,Boots,Put On (the Feet)
娠	2.5	N1	WK38	G8	FQ1623		しん	With Child,Pregnancy
朴	2.5	N1	WK55	G8	FQ1626	ほう,ほお,えのき	ぼく	Crude,Simple,Plain,Docile
亭	2.5	N1	WK50	G8	FQ1627		てい,ちん	Pavilion,Restaurant,Mansion,Arbor,Cottage,Vaudeville,Music Hall,Stage Name
筒	2.5	N2	WK43	G8	FQ1631	つつ	とう	Cylinder,Pipe,Tube,Gun Barrel,Sleeve
悼	2.5	N1	WK55	G8	FQ1645	いた.む	とう	Lament,Grieve Over
壮	2.5	N1	WK50	G8	FQ1657	さかん	そう	Robust,Manhood,Prosperity
飢	2.5	N1	WK48	G8	FQ1659	う.える	き	Hungry,Starve
疫	2.5	N1	WK50	G8	FQ1661		えき,やく	Epidemic
累	2.5	N1	WK55	G8	FQ1662		るい	Accumulate,Involvement,Trouble,Tie Up,Continually
痴	2.5	N1	WK54	G8	FQ1663	し.れる,おろか	ち	Stupid,Foolish
癒	2.5	N1	WK55	G8	FQ1667	い.える,いや.す,い.やす	ゆ	Healing,Cure,Quench (thirst),Wreak
賓	2.5	N1	WK55	G8	FQ1677		ひん	V.i.p.,Guest
虜	2.5	N1	WK55	G8	FQ1678	とりこ,とりく	りょ,ろ	Captive,Barbarian,Low Epithet For The Enemy
憾	2.5	N1	WK55	G8	FQ1682	うら.む	かん	Remorse,Regret,Be Sorry
昆	2.5	N1	WK19	G8	FQ1688		こん	Descendants,Elder Brother,Insect
傘	2.5	N1	WK28	G8	FQ1694	かさ	さん	Umbrella
寧	2.5	N1	WK46	G8	FQ1697	むし.ろ	ねい	Rather,Preferably,Peaceful,Quiet,Tranquility
濯	2.5	N2	WK51	G8	FQ1698	すす.ぐ,ゆす.ぐ	たく	Laundry,Wash,Pour On,Rinse
循	2.5	N1	WK55	G8	FQ1699		じゅん	Sequential,Follow
忍	2.5	N1	WK44	G8	FQ1700	しの.ぶ,しの.ばせる	にん	Endure,Bear,Put Up With,Conceal,Secrete,Spy,Sneak
猫	2.5	N3	WK15	G8	FQ1702	ねこ	びょう	Cat
寮	2.5	N1	WK46	G8	FQ1705		りょう	Dormitory,Hostel,Villa,Tea Pavillion
沸	2.5	N2	WK51	G8	FQ1709	わ.く,わ.かす	ふつ	Seethe,Boil,Ferment,Uproar,Breed
珠	2.5	N1	WK49	G8	FQ1711	たま	しゅ	Pearl,Gem,Jewel
蛇	2.5	N1	WK48	G8	FQ1721	へび	じゃ,だ,い,や	Snake,Serpent,Hard Drinker
眺	2.5	N1	WK45	G8	FQ1726	なが.める	ちょう	Stare,Watch,Look At,See,Scrutinize
呉	2.5	N1	WK56	G8	FQ1729	く.れる,くれ	ご	Give,Do Something For,Kingdom Of Wu
溝	2.5	N1	WK45	G8	FQ1736	みぞ	こう	Gutter,Ditch,Sewer,Drain,10**32
恭	2.5	N1	WK56	G8	FQ1737	うやうや.しい	きょう	Respect,Reverent
睡	2.5	N1	WK27	G8	FQ1739	ねむ.る,ねむ.い	すい	Drowsy,Sleep,Die
伯	2.5	N1	WK50	G8	FQ1741		はく	Chief,Count,Earl,Uncle,Brazil
弊	2.5	N1	WK56	G8	FQ1750		へい	Abuse,Evil,Vice,Breakage
妃	2.5	N1	WK49	G8	FQ1752	きさき	ひ	Queen,Princess
舶	2.5	N1	WK56	G8	FQ1753		はく	Liner,Ship
窮	2.5	N1	WK56	G8	FQ1756	きわ.める,きわ.まる,きわ.まり,きわ.み	きゅう,きょう	Hard Up,Destitute,Suffer,Perplexed,Cornered
臭	2.5	N1	WK20	G8	FQ1760	くさ.い,-くさ.い,にお.う,にお.い	しゅう	Stinking,Ill-smelling,Suspicious Looking,Odor,Savor,Fragrance,Be Fragrant,Stink,Glow,Be Bright
刃	2.5	N1	WK44	G8	FQ1763	は,やいば,き.る	じん,にん	Blade,Sword,Edge
宜	2.5	N1	WK38	G8	FQ1766	よろ.しい,よろ.しく	ぎ	Best Regards,Good
盲	2.5	N1	WK57	G8	FQ1767	めくら	もう	Blind,Blind Man,Ignoramus
轄	2.5	N1	WK56	G8	FQ1771	くさび	かつ	Control,Wedge
猿	2.5	N1	WK46	G8	FQ1772	さる	えん	Monkey
弦	2.5	N1	WK56	G8	FQ1773	つる	げん	Bowstring,Chord,Hypotenuse
洪	2.5	N1	WK56	G8	FQ1778		こう	Deluge,Flood,Vast
涼	2.5	N2	WK46	G8	FQ1783	すず.しい,すず.む,すず.やか,うす.い,ひや.す,まことに	りょう	Refreshing,Nice And Cool
渦	2.5	N1	WK51	G8	FQ1789	うず	か	Whirlpool,Eddy,Vortex
紳	2.5	N1	WK56	G8	FQ1790		しん	Sire,Good Belt,Gentleman
枢	2.5	N1	WK42	G8	FQ1791	とぼそ,からくり	すう,しゅ	Hinge,Pivot,Door
猶	2.5	N1	WK56	G8	FQ1799	なお	ゆう,ゆ	Furthermore,Still,Yet
旋	2.5	N1	WK57	G8	FQ1801	め.ぐる,いばり	せん	Rotation,Go Around
幣	2.5	N1	WK47	G8	FQ1803	ぬさ	へい	Cash,Bad Habit,Humble Prefix,Gift,Shinto Offerings Of Cloth,Rope,Cut Paper
槽	2.5	N1	WK57	G8	FQ1809	ふね	そう	Vat,Tub,Tank
肯	2.5	N2	WK51	G8	FQ1813	がえんじ.る	こう	Agreement,Consent,Comply With
漬	2.5	N1	WK57	G8	FQ1818	つ.ける,つ.かる,-づ.け,-づけ	し	Pickling,Soak,Moisten,Steep
糾	2.5	N1	WK42	G8	FQ1820	ただ.す	きゅう	Twist,Ask,Investigate,Verify
坪	2.5	N1	WK57	G8	FQ1823	つぼ	へい	Two-mat Area,Approx. Thirty-six Sq Ft
羅	2.5	N1	WK57	G8	FQ1831	うすもの	ら	Gauze,Thin Silk,Rome,Arrange,Spread Out
俸	2.5	N1	WK57	G8	FQ1834		ほう	Stipend,Salary
醸	2.5	N1	WK57	G8	FQ1838	かも.す	じょう	Brew,Cause
弔	2.5	N1	WK57	G8	FQ1840	とむら.う,とぶら.う	ちょう	Condolences,Mourning,Funeral
汁	2.5	N1	WK35	G8	FQ1843	しる,-しる,つゆ	じゅう	Soup,Juice,Broth,Sap,Gravy,Pus
尼	2.5	N1	WK49	G8	FQ1844	あま	に	Nun
遍	2.5	N1	WK57	G8	FQ1845	あまね.く	へん	Everywhere,Times,Widely,Generally
衡	2.5	N1	WK57	G8	FQ1847		こう	Equilibrium,Measuring Rod,Scale
薫	2.5	N1		G8	FQ1849	かお.る	くん	Send Forth Fragrance,Fragrant,Be Scented,Smoke (tobacco)
款	2.5	N1	WK57	G8	FQ1854		かん	Goodwill,Article,Section,Friendship,Collusion
偵	2.5	N1	WK31	G8	FQ1857		てい	Spy
喝	2.5	N1	WK57	G8	FQ1858		かつ	Hoarse,Scold
憤	2.5	N1	WK58	G8	FQ1863	いきどお.る	ふん	Aroused,Resent,Be Indignant,Anger
遮	2.5	N1	WK57	G8	FQ1865	さえぎ.る	しゃ	Intercept,Interrupt,Obstruct
扉	2.5	N1	WK47	G8	FQ1866	とびら	ひ	Front Door,Title Page,Front Page
硫	2.5	N1	WK58	G8	FQ1867		りゅう	Sulphur
挟	2.5	N2	WK51	G8	FQ1870	はさ.む,はさ.まる,わきばさ.む,さしはさ.む	きょう,しょう	Pinch,Between
窃	2.5	N1	WK58	G8	FQ1871	ぬす.む,ひそ.か	せつ	Stealth,Steal,Secret,Private,Hushed
泡	2.5	N1	WK46	G8	FQ1872	あわ	ほう	Bubbles,Foam,Suds,Froth
紡	2.5	N1	WK59	G8	FQ1876	つむ.ぐ	ぼう	Spinning
扶	2.5	N1	WK58	G8	FQ1879	たす.ける	ふ	Aid,Help,Assist
奔	2.5	N1	WK58	G8	FQ1884	はし.る	ほん	Run,Bustle
迅	2.5	N1	WK48	G8	FQ1888		じん	Swift,Fast
肖	2.5	N1	WK58	G8	FQ1889	あやか.る	しょう	Resemblance
鉢	2.5	N1	WK48	G8	FQ1890		はち,はつ	Bowl,Rice Tub,Pot,Crown
殻	2.5	N1	WK58	G8	FQ1892	から,がら	かく,こく,ばい	Husk,Nut Shell
享	2.5	N1	WK58	G8	FQ1893	う.ける	きょう,こう	Enjoy,Receive,Undergo,Answer (phone),Take,Get,Catch
媒	2.5	N1	WK58	G8	FQ1900	なこうど	ばい	Mediator,Go-between
禅	2.5	N1	WK18	G8	FQ1902	しずか,ゆず.る	ぜん,せん	Zen,Silent Meditation
迭	2.5	N1	WK58	G8	FQ1907		てつ	Transfer,Alternation
挿	2.5	N1	WK47	G8	FQ1908	さ.す,はさ.む	そう	Insert,Put In,Graft,Wear (sword)
剖	2.5	N1	WK58	G8	FQ1918		ぼう	Divide
譜	2.5	N1	WK58	G8	FQ1919		ふ	Musical Score,Music,Note,Staff,Table,Genealogy
悠	2.5	N1	WK54	G8	FQ1921		ゆう	Permanence,Distant,Long Time,Leisure
淑	2.5	N1	WK58	G8	FQ1922	しと.やか	しゅく	Graceful,Gentle,Pure
暁	2.5	N1	WK58	G8	FQ1924	あかつき,さと.る	ぎょう,きょう	Daybreak,Dawn,In The Event
傑	2.5	N1	WK58	G8	FQ1926	すぐ.れる	けつ	Greatness,Excellence
遷	2.5	N1	WK59	G8	FQ1937	うつ.る,うつ.す,みやこがえ	せん	Transition,Move,Change
拙	2.5	N1	WK59	G8	FQ1938	つたな.い	せつ	Bungling,Clumsy,Unskillful
渇	2.5	N1	WK30	G8	FQ1944	かわ.く	かつ	Thirst,Dry Up,Parch
叔	2.5	N1	WK59	G8	FQ1950		しゅく	Uncle,Youth
堪	2.5	N1	WK59	G8	FQ1953	た.える,たま.る,こら.える,こた.える	かん,たん	Withstand,Endure,Support,Resist
叙	2.5	N1	WK54	G8	FQ1954	つい.ず,ついで	じょ	Confer,Relate,Narrate,Describe
酢	2.5	N1	WK35	G8	FQ1955	す	さく	Vinegar,Sour,Acid,Tart
吟	2.5	N1	WK59	G8	FQ1956		ぎん	Versify,Singing,Recital
逓	2.5	N1		G8	FQ1957	かわ.る,たがいに	てい	Relay,In Turn,Sending
甚	2.5	N1	WK59	G8	FQ1961	はなは.だ,はなは.だしい	じん	Tremendously,Very,Great,Exceedingly
崇	2.5	N1	WK59	G8	FQ1970	あが.める	すう	Adore,Respect,Revere,Worship
漆	2.5	N1	WK59	G8	FQ1971	うるし	しつ	Lacquer,Varnish,Seven
岬	2.5	N1	WK59	G8	FQ1972	みさき	こう	Headland,Cape,Spit,Promontory
愉	2.5	N1	WK55	G8	FQ1974	たの.しい,たの.しむ	ゆ	Pleasure,Happy,Rejoice
礁	2.5	N1	WK59	G8	FQ1977		しょう	Reef,Sunken Rock
屯	2.5	N1	WK59	G8	FQ1980	たむろ	とん	Barracks,Police Station,Camp,Ton
姻	2.5	N1	WK59	G8	FQ1985		いん	Matrimony,Marry
擬	2.5	N1	WK59	G8	FQ1990	まが.い,もど.き	ぎ	Mimic,Aim (a Gun) At,Nominate,Imitate
塀	2.5	N1	WK47	G8	FQ1991		へい,べい	Fence,Wall,(kokuji)
唇	2.5	N1	WK47	G8	FQ1992	くちびる	しん	Lips
閑	2.5	N1	WK59	G8	FQ1994		かん	Leisure
曹	2.5	N1	WK59	G8	FQ1998		そう,ぞう	Office,Official,Comrade,Fellow
侮	2.5	N1	WK59	G8	FQ2004	あなど.る,あなず.る	ぶ	Scorn,Despise,Make Light Of,Contempt
抹	2.5	N1	WK55	G8	FQ2006		まつ	Rub,Paint,Erase
尉	2.5	N1	WK56	G8	FQ2007		い,じょう	Military Officer,Jailer,Old Man,Rank
禍	2.5	N1	WK59	G8	FQ2010	わざわい	か	Calamity,Misfortune,Evil,Curse
酪	2.5	N1	WK59	G8	FQ2012		らく	Dairy Products,Whey,Broth,Fruit Juice
茎	2.5	N1	WK54	G8	FQ2013	くき	けい,きょう	Stalk,Stem
帥	2.5	N1	WK53	G8	FQ2016		すい	Commander,Leading Troops,Governor
逝	2.5	N1	WK60	G8	FQ2018	ゆ.く,い.く	せい	Departed,Die
襟	2.5	N1	WK51	G8	FQ2030	えり	きん	Collar,Neck,Lapel,One's Inner Feelings
蛍	2.5	N1	WK41	G8	FQ2031	ほたる	けい	Lightning-bug,Firefly
寡	2.5	N1	WK60	G8	FQ2035		か	Widow,Minority,Few
痢	2.5	N1	WK60	G8	FQ2037		り	Diarrhea
庸	2.5	N1	WK56	G8	FQ2038		よう	Commonplace,Ordinary,Employment
拷	2.5	N1	WK60	G8	FQ2057		ごう	Torture,Beat
渓	2.5	N1	WK60	G8	FQ2063	たに,たにがわ	けい	Mountain Stream,Valley
翁	2.5	N1		G8	FQ2064	おきな	おう	Venerable Old Man
謹	2.5	N1	WK60	G8	FQ2068	つつし.む	きん	Discreet,Reverently,Humbly
窯	2.5	N1		G8	FQ2072	かま	よう	Kiln,Oven,Furnace
褒	2.5	N1	WK40	G8	FQ2073	ほ.める	ほう	Praise,Extol
醜	2.5	N1	WK60	G8	FQ2074	みにく.い,しこ	しゅう	Ugly,Unclean,Shame,Bad Looking
升	2.5	N1	WK60	G8	FQ2077	ます	しょう	Measuring Box,1.8 Liter
殉	2.5	N1	WK60	G8	FQ2080		じゅん	Martyrdom,Follow By Resigning
煩	2.5	N1	WK60	G8	FQ2081	わずら.う,わずら.わす,うるさ.がる,うるさ.い	はん,ぼん	Anxiety,Trouble,Worry,Pain,Ill,Annoy,Nuisance,Irksome
劾	2.5	N1	WK60	G8	FQ2085		がい	Censure,Criminal Investigation
堕	2.5	N1	WK57	G8	FQ2087	お.ちる,くず.す,くず.れる	だ	Degenerate,Descend To,Lapse Into
租	2.5	N1	WK46	G8	FQ2089		そ	Tariff,Crop Tax,Borrowing
桟	2.5	N1	WK60	G8	FQ2093	かけはし	さん,せん	Scaffold,Cleat,Frame,Jetty,Bolt (door)
罷	2.5	N1	WK60	G8	FQ2104	まか.り-,や.める	ひ	Quit,Stop,Leave,Withdraw,Go
矯	2.5	N1	WK60	G8	FQ2105	た.める	きょう	Rectify,Straighten,Correct,Reform,Cure,Control,Pretend,Falsify
囚	2.5	N1	WK60	G8	FQ2107	とら.われる	しゅう	Captured,Criminal,Arrest,Catch
漸	2.5	N1	WK60	G8	FQ2115	ようや.く,やや,ようよ.う,すす.む	ぜん	Steadily,Gradually Advancing,Finally,Barely
蚊	2.5	N1	WK48	G8	FQ2121	か	ぶん	Mosquito
厄	2.5	N1	WK35	G8	FQ2123		やく	Unlucky,Misfortune,Bad Luck,Disaster
藻	2.5	N1	WK60	G8	FQ2124	も	そう	Seaweed,Duckweed
嫡	2.5	N1		G8	FQ2130		ちゃく,てき	Legitimate Wife,Direct Descent (non-bastard)
嚇	2.5	N1		G8	FQ2141	おど.す	かく	Menacing,Dignity,Majesty,Threaten
凸	2.5	N1	WK57	G8	FQ2143	でこ	とつ	Convex,Beetle Brow,Uneven
韻	2.5	N1		G8	FQ2148		いん	Rhyme,Elegance,Tone
霜	2.5	N1	WK48	G8	FQ2151	しも	そう	Frost
硝	2.5	N1		G8	FQ2154		しょう	Nitrate,Saltpeter
勅	2.5	N1		G8	FQ2157	いまし.める,みことのり	ちょく	Imperial Order
棺	2.5	N1		G8	FQ2161		かん	Coffin,Casket
儒	2.5	N1		G8	FQ2162		じゅ	Confucian
愁	2.5	N1		G8	FQ2171	うれ.える,うれ.い	しゅう	Distress,Grieve,Lament,Be Anxious
褐	2.5	N1		G8	FQ2186		かつ	Brown,Woollen Kimono
賜	2.5	N1		G8	FQ2190	たまわ.る,たま.う,たも.う	し	Grant,Gift,Boon,Results
栓	2.5	N1	WK55	G8	FQ2199		せん	Plug,Bolt,Cork,Bung,Stopper
凹	2.5	N1	WK57	G8	FQ2206	くぼ.む,へこ.む,ぼこ	おう	Concave,Hollow,Sunken
衷	2.5	N1		G8	FQ2229		ちゅう	Inmost,Heart,Mind,Inside
逐	2.5	N1		G8	FQ2230		ちく	Pursue,Drive Away,Chase,Accomplish,Attain,Commit
詔	2.5	N1		G8	FQ2239	みことのり	しょう	Imperial Edict
宵	2.5	N1		G8	FQ2262	よい	しょう	Wee Hours,Evening,Early Night
妄	2.5	N1	WK60	G8	FQ2264	みだ.りに	もう,ぼう	Delusion,Unnecessarily,Without Authority,Reckless
酌	2.5	N1	WK58	G8	FQ2271	く.む	しゃく	Bar-tending,Serving Sake,The Host,Draw (water),Ladle,Scoop,Pump
頒	2.5	N1		G8	FQ2287	わか.つ	はん	Distribute,Disseminate,Partition,Understand
肢	2.5	N1		G8	FQ2289		し	Limb,Arms & Legs
謄	2.5	N1		G8	FQ2295		とう	Mimeograph,Copy
嗣	2.5	N1		G8	FQ2310		し	Heir,Succeed
畝	2.5	N1		G8	FQ2327	せ,うね	ぼう,ほ,も,む	Furrow,Thirty Tsubo,Ridge,Rib
抄	2.5	N1		G8	FQ2328		しょう	Extract,Selection,Summary,Copy,Spread Thin
惰	2.5	N1	WK52	G8	FQ2336		だ	Lazy,Laziness
侯	2.5	N1		G8	FQ2363		こう	Marquis,Lord,Daimyo
附	2.5	N1		G8	FQ2396	つ.ける,つ.く	ふ	Affixed,Attach,Refer To,Append
但	2.5	N1		G8	FQ2404	ただ.し	たん	However,But
繭	2.5	N1		G8	FQ2495	まゆ,きぬ	けん	Cocoon
丙	2.5	N1		G8		ひのえ	へい	Third Class,3rd,3rd Calendar Sign
璽	2.5			G8			じ	Emperor's Seal
朕	2.5	N1		G8			ちん	Majestic Plural,Imperial We
謁	2.5	N1		G8			えつ	Audience,Audience (with King)
爵	2.5	N1		G8			しゃく	Baron,Peerage,Court Rank
且	2.5	N1	WK54	G8		か.つ	しょ,そ,しょう	Moreover,Also,Furthermore
耗	2.5	N1		G8			もう,こう	Decrease
塑	2.5	N1		G8		でく	そ	Model,Molding
虞	2.5	N1		G8		おそれ,おもんぱか.る,はか.る,うれ.える,あざむ.く,あやま.る,のぞ.む,たの.しむ	ぐ	Fear,Uneasiness,Anxiety,Concern,Expectation,Consideration
藤	2	N1	WK22	G8	FQ291	ふじ	とう,どう	Wisteria
韓	2		WK29	G8	FQ445	から,いげた	かん	Korea
岡	2		WK21	G8	FQ463	おか	こう	Mount,Hill,Knoll
阪	2		WK16	G8	FQ503	さか	はん	Heights,Slope
狙	2		WK37	G8	FQ745	ねら.う,ねら.い	そ,しょ	Aim At,Sight,Shadow,Stalk
奈	2	N1	WK36	G8	FQ841	いかん,からなし	な,ない,だい	Nara,What?
鹿	2	N1	WK36	G8	FQ957	しか,か	ろく	Deer
埼	2		WK39	G8	FQ971	さき,さい,みさき	き	Cape,Spit,Promontory
熊	2	N1	WK35	G8	FQ1105	くま	ゆう	Bear
茨	2		WK52	G8	FQ1203	いばら,かや,くさぶき	し,じ	Briar,Thorn
曽	2			G8	FQ1320	かつ,かつて,すなわち	そう,そ,ぞう	Formerly,Once,Before,Ever,Never,Ex-
梨	2	N1	WK44	G8	FQ1331	なし	り	Pear Tree
